emissivity,albedo,thermal conductivity ,density ,specific heat capacity,beaming factor,layer thickness,n_layers,solar distance,solar luminosity ,sunlight direction,timesteps per day,rotation period hours,max days,convergence target,ra degrees,dec degrees
0.229,0.229,0.229,452.29,,,0.1,32,,3.23E+26,"[1,0,0]",100,12,10,0.1,0,90
0.23,0.23,0.23,452.3,,,0.1,32,,3.23E+26,"[1,0,0]",100,12,10,0.1,0,90
0.231,0.231,0.231,452.31,,,0.1,32,,3.23E+26,"[1,0,0]",100,12,10,0.1,0,90
0.232,0.232,0.232,452.32,,,0.1,32,,3.23E+26,"[1,0,0]",100,12,10,0.1,0,90
0.233,0.233,0.233,452.33,,,0.1,32,,3.23E+26,"[1,0,0]",100,12,10,0.1,0,90
0.234,0.234,0.234,452.34,,,0.1,32,,3.23E+26,"[1,0,0]",100,12,10,0.1,0,90
0.235,0.235,0.235,452.35,,,0.1,32,,3.24E+26,"[1,0,0]",100,12,10,0.1,0,90
0.236,0.236,0.236,452.36,,,0.1,32,,3.24E+26,"[1,0,0]",100,12,10,0.1,0,90
0.237,0.237,0.237,452.37,,,0.1,32,,3.24E+26,"[1,0,0]",100,12,10,0.1,0,90
0.238,0.238,0.238,452.38,,,0.1,32,,3.24E+26,"[1,0,0]",100,12,10,0.1,0,90
0.239,0.239,0.239,452.39,,,0.1,32,,3.24E+26,"[1,0,0]",100,12,10,0.1,0,90
0.24,0.24,0.24,452.4,,,0.1,32,,3.24E+26,"[1,0,0]",100,12,10,0.1,0,90
0.241,0.241,0.241,452.41,,,0.1,32,,3.24E+26,"[1,0,0]",100,12,10,0.1,0,90
0.242,0.242,0.242,452.42,,,0.1,32,,3.24E+26,"[1,0,0]",100,12,10,0.1,0,90
0.243,0.243,0.243,452.43,,,0.1,32,,3.24E+26,"[1,0,0]",100,12,10,0.1,0,90
0.244,0.244,0.244,452.44,,,0.1,32,,3.24E+26,"[1,0,0]",100,12,10,0.1,0,90
0.245,0.245,0.245,452.45,,,0.1,32,,3.25E+26,"[1,0,0]",100,12,10,0.1,0,90
0.246,0.246,0.246,452.46,,,0.1,32,,3.25E+26,"[1,0,0]",100,12,10,0.1,0,90
0.247,0.247,0.247,452.47,,,0.1,32,,3.25E+26,"[1,0,0]",100,12,10,0.1,0,90
0.248,0.248,0.248,452.48,,,0.1,32,,3.25E+26,"[1,0,0]",100,12,10,0.1,0,90
0.249,0.249,0.249,452.49,,,0.1,32,,3.25E+26,"[1,0,0]",100,12,10,0.1,0,90
0.25,0.25,0.25,452.5,,,0.1,32,,3.25E+26,"[1,0,0]",100,12,10,0.1,0,90
0.251,0.251,0.251,452.51,,,0.1,32,,3.25E+26,"[1,0,0]",100,12,10,0.1,0,90
0.252,0.252,0.252,452.52,,,0.1,32,,3.25E+26,"[1,0,0]",100,12,10,0.1,0,90
0.253,0.253,0.253,452.53,,,0.1,32,,3.25E+26,"[1,0,0]",100,12,10,0.1,0,90
0.254,0.254,0.254,452.54,,,0.1,32,,3.25E+26,"[1,0,0]",100,12,10,0.1,0,90
0.255,0.255,0.255,452.55,,,0.1,32,,3.26E+26,"[1,0,0]",100,12,10,0.1,0,90
0.256,0.256,0.256,452.56,,,0.1,32,,3.26E+26,"[1,0,0]",100,12,10,0.1,0,90
0.257,0.257,0.257,452.57,,,0.1,32,,3.26E+26,"[1,0,0]",100,12,10,0.1,0,90
0.258,0.258,0.258,452.58,,,0.1,32,,3.26E+26,"[1,0,0]",100,12,10,0.1,0,90
0.259,0.259,0.259,452.59,,,0.1,32,,3.26E+26,"[1,0,0]",100,12,10,0.1,0,90
0.26,0.26,0.26,452.6,,,0.1,32,,3.26E+26,"[1,0,0]",100,12,10,0.1,0,90
0.261,0.261,0.261,452.61,,,0.1,32,,3.26E+26,"[1,0,0]",100,12,10,0.1,0,90
0.262,0.262,0.262,452.62,,,0.1,32,,3.26E+26,"[1,0,0]",100,12,10,0.1,0,90
0.263,0.263,0.263,452.63,,,0.1,32,,3.26E+26,"[1,0,0]",100,12,10,0.1,0,90
0.264,0.264,0.264,452.64,,,0.1,32,,3.26E+26,"[1,0,0]",100,12,10,0.1,0,90
0.265,0.265,0.265,452.65,,,0.1,32,,3.27E+26,"[1,0,0]",100,12,10,0.1,0,90
0.266,0.266,0.266,452.66,,,0.1,32,,3.27E+26,"[1,0,0]",100,12,10,0.1,0,90
0.267,0.267,0.267,452.67,,,0.1,32,,3.27E+26,"[1,0,0]",100,12,10,0.1,0,90
0.268,0.268,0.268,452.68,,,0.1,32,,3.27E+26,"[1,0,0]",100,12,10,0.1,0,90
0.269,0.269,0.269,452.69,,,0.1,32,,3.27E+26,"[1,0,0]",100,12,10,0.1,0,90
0.27,0.27,0.27,452.7,,,0.1,32,,3.27E+26,"[1,0,0]",100,12,10,0.1,0,90
0.271,0.271,0.271,452.71,,,0.1,32,,3.27E+26,"[1,0,0]",100,12,10,0.1,0,90
0.272,0.272,0.272,452.72,,,0.1,32,,3.27E+26,"[1,0,0]",100,12,10,0.1,0,90
0.273,0.273,0.273,452.73,,,0.1,32,,3.27E+26,"[1,0,0]",100,12,10,0.1,0,90
0.274,0.274,0.274,452.74,,,0.1,32,,3.27E+26,"[1,0,0]",100,12,10,0.1,0,90
0.275,0.275,0.275,452.75,,,0.1,32,,3.28E+26,"[1,0,0]",100,12,10,0.1,0,90
0.276,0.276,0.276,452.76,,,0.1,32,,3.28E+26,"[1,0,0]",100,12,10,0.1,0,90
0.277,0.277,0.277,452.77,,,0.1,32,,3.28E+26,"[1,0,0]",100,12,10,0.1,0,90
0.278,0.278,0.278,452.78,,,0.1,32,,3.28E+26,"[1,0,0]",100,12,10,0.1,0,90
0.279,0.279,0.279,452.79,,,0.1,32,,3.28E+26,"[1,0,0]",100,12,10,0.1,0,90
0.28,0.28,0.28,452.8,,,0.1,32,,3.28E+26,"[1,0,0]",100,12,10,0.1,0,90
0.281,0.281,0.281,452.81,,,0.1,32,,3.28E+26,"[1,0,0]",100,12,10,0.1,0,90
0.282,0.282,0.282,452.82,,,0.1,32,,3.28E+26,"[1,0,0]",100,12,10,0.1,0,90
0.283,0.283,0.283,452.83,,,0.1,32,,3.28E+26,"[1,0,0]",100,12,10,0.1,0,90
0.284,0.284,0.284,452.84,,,0.1,32,,3.28E+26,"[1,0,0]",100,12,10,0.1,0,90
0.285,0.285,0.285,452.85,,,0.1,32,,3.29E+26,"[1,0,0]",100,12,10,0.1,0,90
0.286,0.286,0.286,452.86,,,0.1,32,,3.29E+26,"[1,0,0]",100,12,10,0.1,0,90
0.287,0.287,0.287,452.87,,,0.1,32,,3.29E+26,"[1,0,0]",100,12,10,0.1,0,90
0.288,0.288,0.288,452.88,,,0.1,32,,3.29E+26,"[1,0,0]",100,12,10,0.1,0,90
0.289,0.289,0.289,452.89,,,0.1,32,,3.29E+26,"[1,0,0]",100,12,10,0.1,0,90
0.29,0.29,0.29,452.9,,,0.1,32,,3.29E+26,"[1,0,0]",100,12,10,0.1,0,90
0.291,0.291,0.291,452.91,,,0.1,32,,3.29E+26,"[1,0,0]",100,12,10,0.1,0,90
0.292,0.292,0.292,452.92,,,0.1,32,,3.29E+26,"[1,0,0]",100,12,10,0.1,0,90
0.293,0.293,0.293,452.93,,,0.1,32,,3.29E+26,"[1,0,0]",100,12,10,0.1,0,90
0.294,0.294,0.294,452.94,,,0.1,32,,3.29E+26,"[1,0,0]",100,12,10,0.1,0,90
0.295,0.295,0.295,452.95,,,0.1,32,,3.30E+26,"[1,0,0]",100,12,10,0.1,0,90
0.296,0.296,0.296,452.96,,,0.1,32,,3.30E+26,"[1,0,0]",100,12,10,0.1,0,90
0.297,0.297,0.297,452.97,,,0.1,32,,3.30E+26,"[1,0,0]",100,12,10,0.1,0,90
0.298,0.298,0.298,452.98,,,0.1,32,,3.30E+26,"[1,0,0]",100,12,10,0.1,0,90
0.299,0.299,0.299,452.99,,,0.1,32,,3.30E+26,"[1,0,0]",100,12,10,0.1,0,90
0.3,0.3,0.3,453,,,0.1,32,,3.30E+26,"[1,0,0]",100,12,10,0.1,0,90
0.301,0.301,0.301,453.01,,,0.1,32,,3.30E+26,"[1,0,0]",100,12,10,0.1,0,90
0.302,0.302,0.302,453.02,,,0.1,32,,3.30E+26,"[1,0,0]",100,12,10,0.1,0,90
0.303,0.303,0.303,453.03,,,0.1,32,,3.30E+26,"[1,0,0]",100,12,10,0.1,0,90
0.304,0.304,0.304,453.04,,,0.1,32,,3.30E+26,"[1,0,0]",100,12,10,0.1,0,90
0.305,0.305,0.305,453.05,,,0.1,32,,3.31E+26,"[1,0,0]",100,12,10,0.1,0,90
0.306,0.306,0.306,453.06,,,0.1,32,,3.31E+26,"[1,0,0]",100,12,10,0.1,0,90
0.307,0.307,0.307,453.07,,,0.1,32,,3.31E+26,"[1,0,0]",100,12,10,0.1,0,90
0.308,0.308,0.308,453.08,,,0.1,32,,3.31E+26,"[1,0,0]",100,12,10,0.1,0,90
0.309,0.309,0.309,453.09,,,0.1,32,,3.31E+26,"[1,0,0]",100,12,10,0.1,0,90
0.31,0.31,0.31,453.1,,,0.1,32,,3.31E+26,"[1,0,0]",100,12,10,0.1,0,90
0.311,0.311,0.311,453.11,,,0.1,32,,3.31E+26,"[1,0,0]",100,12,10,0.1,0,90
0.312,0.312,0.312,453.12,,,0.1,32,,3.31E+26,"[1,0,0]",100,12,10,0.1,0,90
0.313,0.313,0.313,453.13,,,0.1,32,,3.31E+26,"[1,0,0]",100,12,10,0.1,0,90
0.314,0.314,0.314,453.14,,,0.1,32,,3.31E+26,"[1,0,0]",100,12,10,0.1,0,90
0.315,0.315,0.315,453.15,,,0.1,32,,3.32E+26,"[1,0,0]",100,12,10,0.1,0,90
0.316,0.316,0.316,453.16,,,0.1,32,,3.32E+26,"[1,0,0]",100,12,10,0.1,0,90
0.317,0.317,0.317,453.17,,,0.1,32,,3.32E+26,"[1,0,0]",100,12,10,0.1,0,90
0.318,0.318,0.318,453.18,,,0.1,32,,3.32E+26,"[1,0,0]",100,12,10,0.1,0,90
0.319,0.319,0.319,453.19,,,0.1,32,,3.32E+26,"[1,0,0]",100,12,10,0.1,0,90
0.32,0.32,0.32,453.2,,,0.1,32,,3.32E+26,"[1,0,0]",100,12,10,0.1,0,90
0.321,0.321,0.321,453.21,,,0.1,32,,3.32E+26,"[1,0,0]",100,12,10,0.1,0,90
0.322,0.322,0.322,453.22,,,0.1,32,,3.32E+26,"[1,0,0]",100,12,10,0.1,0,90
0.323,0.323,0.323,453.23,,,0.1,32,,3.32E+26,"[1,0,0]",100,12,10,0.1,0,90
0.324,0.324,0.324,453.24,,,0.1,32,,3.32E+26,"[1,0,0]",100,12,10,0.1,0,90
0.325,0.325,0.325,453.25,,,0.1,32,,3.33E+26,"[1,0,0]",100,12,10,0.1,0,90
0.326,0.326,0.326,453.26,,,0.1,32,,3.33E+26,"[1,0,0]",100,12,10,0.1,0,90
0.327,0.327,0.327,453.27,,,0.1,32,,3.33E+26,"[1,0,0]",100,12,10,0.1,0,90
0.328,0.328,0.328,453.28,,,0.1,32,,3.33E+26,"[1,0,0]",100,12,10,0.1,0,90
0.329,0.329,0.329,453.29,,,0.1,32,,3.33E+26,"[1,0,0]",100,12,10,0.1,0,90
0.33,0.33,0.33,453.3,,,0.1,32,,3.33E+26,"[1,0,0]",100,12,10,0.1,0,90
0.331,0.331,0.331,453.31,,,0.1,32,,3.33E+26,"[1,0,0]",100,12,10,0.1,0,90
0.332,0.332,0.332,453.32,,,0.1,32,,3.33E+26,"[1,0,0]",100,12,10,0.1,0,90
0.333,0.333,0.333,453.33,,,0.1,32,,3.33E+26,"[1,0,0]",100,12,10,0.1,0,90
0.334,0.334,0.334,453.34,,,0.1,32,,3.33E+26,"[1,0,0]",100,12,10,0.1,0,90
0.335,0.335,0.335,453.35,,,0.1,32,,3.34E+26,"[1,0,0]",100,12,10,0.1,0,90
0.336,0.336,0.336,453.36,,,0.1,32,,3.34E+26,"[1,0,0]",100,12,10,0.1,0,90
0.337,0.337,0.337,453.37,,,0.1,32,,3.34E+26,"[1,0,0]",100,12,10,0.1,0,90
0.338,0.338,0.338,453.38,,,0.1,32,,3.34E+26,"[1,0,0]",100,12,10,0.1,0,90
0.339,0.339,0.339,453.39,,,0.1,32,,3.34E+26,"[1,0,0]",100,12,10,0.1,0,90
0.34,0.34,0.34,453.4,,,0.1,32,,3.34E+26,"[1,0,0]",100,12,10,0.1,0,90
0.341,0.341,0.341,453.41,,,0.1,32,,3.34E+26,"[1,0,0]",100,12,10,0.1,0,90
0.342,0.342,0.342,453.42,,,0.1,32,,3.34E+26,"[1,0,0]",100,12,10,0.1,0,90
0.343,0.343,0.343,453.43,,,0.1,32,,3.34E+26,"[1,0,0]",100,12,10,0.1,0,90
0.344,0.344,0.344,453.44,,,0.1,32,,3.34E+26,"[1,0,0]",100,12,10,0.1,0,90
0.345,0.345,0.345,453.45,,,0.1,32,,3.35E+26,"[1,0,0]",100,12,10,0.1,0,90
0.346,0.346,0.346,453.46,,,0.1,32,,3.35E+26,"[1,0,0]",100,12,10,0.1,0,90
0.347,0.347,0.347,453.47,,,0.1,32,,3.35E+26,"[1,0,0]",100,12,10,0.1,0,90
0.348,0.348,0.348,453.48,,,0.1,32,,3.35E+26,"[1,0,0]",100,12,10,0.1,0,90
0.349,0.349,0.349,453.49,,,0.1,32,,3.35E+26,"[1,0,0]",100,12,10,0.1,0,90
0.35,0.35,0.35,453.5,,,0.1,32,,3.35E+26,"[1,0,0]",100,12,10,0.1,0,90
0.351,0.351,0.351,453.51,,,0.1,32,,3.35E+26,"[1,0,0]",100,12,10,0.1,0,90
0.352,0.352,0.352,453.52,,,0.1,32,,3.35E+26,"[1,0,0]",100,12,10,0.1,0,90
0.353,0.353,0.353,453.53,,,0.1,32,,3.35E+26,"[1,0,0]",100,12,10,0.1,0,90
0.354,0.354,0.354,453.54,,,0.1,32,,3.35E+26,"[1,0,0]",100,12,10,0.1,0,90
0.355,0.355,0.355,453.55,,,0.1,32,,3.36E+26,"[1,0,0]",100,12,10,0.1,0,90
0.356,0.356,0.356,453.56,,,0.1,32,,3.36E+26,"[1,0,0]",100,12,10,0.1,0,90
0.357,0.357,0.357,453.57,,,0.1,32,,3.36E+26,"[1,0,0]",100,12,10,0.1,0,90
0.358,0.358,0.358,453.58,,,0.1,32,,3.36E+26,"[1,0,0]",100,12,10,0.1,0,90
0.359,0.359,0.359,453.59,,,0.1,32,,3.36E+26,"[1,0,0]",100,12,10,0.1,0,90
0.36,0.36,0.36,453.6,,,0.1,32,,3.36E+26,"[1,0,0]",100,12,10,0.1,0,90
0.361,0.361,0.361,453.61,,,0.1,32,,3.36E+26,"[1,0,0]",100,12,10,0.1,0,90
0.362,0.362,0.362,453.62,,,0.1,32,,3.36E+26,"[1,0,0]",100,12,10,0.1,0,90
0.363,0.363,0.363,453.63,,,0.1,32,,3.36E+26,"[1,0,0]",100,12,10,0.1,0,90
0.364,0.364,0.364,453.64,,,0.1,32,,3.36E+26,"[1,0,0]",100,12,10,0.1,0,90
0.365,0.365,0.365,453.65,,,0.1,32,,3.37E+26,"[1,0,0]",100,12,10,0.1,0,90
0.366,0.366,0.366,453.66,,,0.1,32,,3.37E+26,"[1,0,0]",100,12,10,0.1,0,90
0.367,0.367,0.367,453.67,,,0.1,32,,3.37E+26,"[1,0,0]",100,12,10,0.1,0,90
0.368,0.368,0.368,453.68,,,0.1,32,,3.37E+26,"[1,0,0]",100,12,10,0.1,0,90
0.369,0.369,0.369,453.69,,,0.1,32,,3.37E+26,"[1,0,0]",100,12,10,0.1,0,90
0.37,0.37,0.37,453.7,,,0.1,32,,3.37E+26,"[1,0,0]",100,12,10,0.1,0,90
0.371,0.371,0.371,453.71,,,0.1,32,,3.37E+26,"[1,0,0]",100,12,10,0.1,0,90
0.372,0.372,0.372,453.72,,,0.1,32,,3.37E+26,"[1,0,0]",100,12,10,0.1,0,90
0.373,0.373,0.373,453.73,,,0.1,32,,3.37E+26,"[1,0,0]",100,12,10,0.1,0,90
0.374,0.374,0.374,453.74,,,0.1,32,,3.37E+26,"[1,0,0]",100,12,10,0.1,0,90
0.375,0.375,0.375,453.75,,,0.1,32,,3.38E+26,"[1,0,0]",100,12,10,0.1,0,90
0.376,0.376,0.376,453.76,,,0.1,32,,3.38E+26,"[1,0,0]",100,12,10,0.1,0,90
0.377,0.377,0.377,453.77,,,0.1,32,,3.38E+26,"[1,0,0]",100,12,10,0.1,0,90
0.378,0.378,0.378,453.78,,,0.1,32,,3.38E+26,"[1,0,0]",100,12,10,0.1,0,90
0.379,0.379,0.379,453.79,,,0.1,32,,3.38E+26,"[1,0,0]",100,12,10,0.1,0,90
0.38,0.38,0.38,453.8,,,0.1,32,,3.38E+26,"[1,0,0]",100,12,10,0.1,0,90
0.381,0.381,0.381,453.81,,,0.1,32,,3.38E+26,"[1,0,0]",100,12,10,0.1,0,90
0.382,0.382,0.382,453.82,,,0.1,32,,3.38E+26,"[1,0,0]",100,12,10,0.1,0,90
0.383,0.383,0.383,453.83,,,0.1,32,,3.38E+26,"[1,0,0]",100,12,10,0.1,0,90
0.384,0.384,0.384,453.84,,,0.1,32,,3.38E+26,"[1,0,0]",100,12,10,0.1,0,90
0.385,0.385,0.385,453.85,,,0.1,32,,3.39E+26,"[1,0,0]",100,12,10,0.1,0,90
0.386,0.386,0.386,453.86,,,0.1,32,,3.39E+26,"[1,0,0]",100,12,10,0.1,0,90
0.387,0.387,0.387,453.87,,,0.1,32,,3.39E+26,"[1,0,0]",100,12,10,0.1,0,90
0.388,0.388,0.388,453.88,,,0.1,32,,3.39E+26,"[1,0,0]",100,12,10,0.1,0,90
0.389,0.389,0.389,453.89,,,0.1,32,,3.39E+26,"[1,0,0]",100,12,10,0.1,0,90
0.39,0.39,0.39,453.9,,,0.1,32,,3.39E+26,"[1,0,0]",100,12,10,0.1,0,90
0.391,0.391,0.391,453.91,,,0.1,32,,3.39E+26,"[1,0,0]",100,12,10,0.1,0,90
0.392,0.392,0.392,453.92,,,0.1,32,,3.39E+26,"[1,0,0]",100,12,10,0.1,0,90
0.393,0.393,0.393,453.93,,,0.1,32,,3.39E+26,"[1,0,0]",100,12,10,0.1,0,90
0.394,0.394,0.394,453.94,,,0.1,32,,3.39E+26,"[1,0,0]",100,12,10,0.1,0,90
0.395,0.395,0.395,453.95,,,0.1,32,,3.40E+26,"[1,0,0]",100,12,10,0.1,0,90
0.396,0.396,0.396,453.96,,,0.1,32,,3.40E+26,"[1,0,0]",100,12,10,0.1,0,90
0.397,0.397,0.397,453.97,,,0.1,32,,3.40E+26,"[1,0,0]",100,12,10,0.1,0,90
0.398,0.398,0.398,453.98,,,0.1,32,,3.40E+26,"[1,0,0]",100,12,10,0.1,0,90
0.399,0.399,0.399,453.99,,,0.1,32,,3.40E+26,"[1,0,0]",100,12,10,0.1,0,90
0.4,0.4,0.4,454,,,0.1,32,,3.40E+26,"[1,0,0]",100,12,10,0.1,0,90
0.401,0.401,0.401,454.01,,,0.1,32,,3.40E+26,"[1,0,0]",100,12,10,0.1,0,90
0.402,0.402,0.402,454.02,,,0.1,32,,3.40E+26,"[1,0,0]",100,12,10,0.1,0,90
0.403,0.403,0.403,454.03,,,0.1,32,,3.40E+26,"[1,0,0]",100,12,10,0.1,0,90
0.404,0.404,0.404,454.04,,,0.1,32,,3.40E+26,"[1,0,0]",100,12,10,0.1,0,90
0.405,0.405,0.405,454.05,,,0.1,32,,3.41E+26,"[1,0,0]",100,12,10,0.1,0,90
0.406,0.406,0.406,454.06,,,0.1,32,,3.41E+26,"[1,0,0]",100,12,10,0.1,0,90
0.407,0.407,0.407,454.07,,,0.1,32,,3.41E+26,"[1,0,0]",100,12,10,0.1,0,90
0.408,0.408,0.408,454.08,,,0.1,32,,3.41E+26,"[1,0,0]",100,12,10,0.1,0,90
0.409,0.409,0.409,454.09,,,0.1,32,,3.41E+26,"[1,0,0]",100,12,10,0.1,0,90
0.41,0.41,0.41,454.1,,,0.1,32,,3.41E+26,"[1,0,0]",100,12,10,0.1,0,90
0.411,0.411,0.411,454.11,,,0.1,32,,3.41E+26,"[1,0,0]",100,12,10,0.1,0,90
0.412,0.412,0.412,454.12,,,0.1,32,,3.41E+26,"[1,0,0]",100,12,10,0.1,0,90
0.413,0.413,0.413,454.13,,,0.1,32,,3.41E+26,"[1,0,0]",100,12,10,0.1,0,90
0.414,0.414,0.414,454.14,,,0.1,32,,3.41E+26,"[1,0,0]",100,12,10,0.1,0,90
0.415,0.415,0.415,454.15,,,0.1,32,,3.42E+26,"[1,0,0]",100,12,10,0.1,0,90
0.416,0.416,0.416,454.16,,,0.1,32,,3.42E+26,"[1,0,0]",100,12,10,0.1,0,90
0.417,0.417,0.417,454.17,,,0.1,32,,3.42E+26,"[1,0,0]",100,12,10,0.1,0,90
0.418,0.418,0.418,454.18,,,0.1,32,,3.42E+26,"[1,0,0]",100,12,10,0.1,0,90
0.419,0.419,0.419,454.19,,,0.1,32,,3.42E+26,"[1,0,0]",100,12,10,0.1,0,90
0.42,0.42,0.42,454.2,,,0.1,32,,3.42E+26,"[1,0,0]",100,12,10,0.1,0,90
0.421,0.421,0.421,454.21,,,0.1,32,,3.42E+26,"[1,0,0]",100,12,10,0.1,0,90
0.422,0.422,0.422,454.22,,,0.1,32,,3.42E+26,"[1,0,0]",100,12,10,0.1,0,90
0.423,0.423,0.423,454.23,,,0.1,32,,3.42E+26,"[1,0,0]",100,12,10,0.1,0,90
0.424,0.424,0.424,454.24,,,0.1,32,,3.42E+26,"[1,0,0]",100,12,10,0.1,0,90
0.425,0.425,0.425,454.25,,,0.1,32,,3.43E+26,"[1,0,0]",100,12,10,0.1,0,90
0.426,0.426,0.426,454.26,,,0.1,32,,3.43E+26,"[1,0,0]",100,12,10,0.1,0,90
0.427,0.427,0.427,454.27,,,0.1,32,,3.43E+26,"[1,0,0]",100,12,10,0.1,0,90
0.428,0.428,0.428,454.28,,,0.1,32,,3.43E+26,"[1,0,0]",100,12,10,0.1,0,90
0.429,0.429,0.429,454.29,,,0.1,32,,3.43E+26,"[1,0,0]",100,12,10,0.1,0,90
0.43,0.43,0.43,454.3,,,0.1,32,,3.43E+26,"[1,0,0]",100,12,10,0.1,0,90
0.431,0.431,0.431,454.31,,,0.1,32,,3.43E+26,"[1,0,0]",100,12,10,0.1,0,90
0.432,0.432,0.432,454.32,,,0.1,32,,3.43E+26,"[1,0,0]",100,12,10,0.1,0,90
0.433,0.433,0.433,454.33,,,0.1,32,,3.43E+26,"[1,0,0]",100,12,10,0.1,0,90
0.434,0.434,0.434,454.34,,,0.1,32,,3.43E+26,"[1,0,0]",100,12,10,0.1,0,90
0.435,0.435,0.435,454.35,,,0.1,32,,3.44E+26,"[1,0,0]",100,12,10,0.1,0,90
0.436,0.436,0.436,454.36,,,0.1,32,,3.44E+26,"[1,0,0]",100,12,10,0.1,0,90
0.437,0.437,0.437,454.37,,,0.1,32,,3.44E+26,"[1,0,0]",100,12,10,0.1,0,90
0.438,0.438,0.438,454.38,,,0.1,32,,3.44E+26,"[1,0,0]",100,12,10,0.1,0,90
0.439,0.439,0.439,454.39,,,0.1,32,,3.44E+26,"[1,0,0]",100,12,10,0.1,0,90
0.44,0.44,0.44,454.4,,,0.1,32,,3.44E+26,"[1,0,0]",100,12,10,0.1,0,90
0.441,0.441,0.441,454.41,,,0.1,32,,3.44E+26,"[1,0,0]",100,12,10,0.1,0,90
0.442,0.442,0.442,454.42,,,0.1,32,,3.44E+26,"[1,0,0]",100,12,10,0.1,0,90
0.443,0.443,0.443,454.43,,,0.1,32,,3.44E+26,"[1,0,0]",100,12,10,0.1,0,90
0.444,0.444,0.444,454.44,,,0.1,32,,3.44E+26,"[1,0,0]",100,12,10,0.1,0,90
0.445,0.445,0.445,454.45,,,0.1,32,,3.45E+26,"[1,0,0]",100,12,10,0.1,0,90
0.446,0.446,0.446,454.46,,,0.1,32,,3.45E+26,"[1,0,0]",100,12,10,0.1,0,90
0.447,0.447,0.447,454.47,,,0.1,32,,3.45E+26,"[1,0,0]",100,12,10,0.1,0,90
0.448,0.448,0.448,454.48,,,0.1,32,,3.45E+26,"[1,0,0]",100,12,10,0.1,0,90
0.449,0.449,0.449,454.49,,,0.1,32,,3.45E+26,"[1,0,0]",100,12,10,0.1,0,90
0.45,0.45,0.45,454.5,,,0.1,32,,3.45E+26,"[1,0,0]",100,12,10,0.1,0,90
0.451,0.451,0.451,454.51,,,0.1,32,,3.45E+26,"[1,0,0]",100,12,10,0.1,0,90
0.452,0.452,0.452,454.52,,,0.1,32,,3.45E+26,"[1,0,0]",100,12,10,0.1,0,90
0.453,0.453,0.453,454.53,,,0.1,32,,3.45E+26,"[1,0,0]",100,12,10,0.1,0,90
0.454,0.454,0.454,454.54,,,0.1,32,,3.45E+26,"[1,0,0]",100,12,10,0.1,0,90
0.455,0.455,0.455,454.55,,,0.1,32,,3.46E+26,"[1,0,0]",100,12,10,0.1,0,90
0.456,0.456,0.456,454.56,,,0.1,32,,3.46E+26,"[1,0,0]",100,12,10,0.1,0,90
0.457,0.457,0.457,454.57,,,0.1,32,,3.46E+26,"[1,0,0]",100,12,10,0.1,0,90
0.458,0.458,0.458,454.58,,,0.1,32,,3.46E+26,"[1,0,0]",100,12,10,0.1,0,90
0.459,0.459,0.459,454.59,,,0.1,32,,3.46E+26,"[1,0,0]",100,12,10,0.1,0,90
0.46,0.46,0.46,454.6,,,0.1,32,,3.46E+26,"[1,0,0]",100,12,10,0.1,0,90
0.461,0.461,0.461,454.61,,,0.1,32,,3.46E+26,"[1,0,0]",100,12,10,0.1,0,90
0.462,0.462,0.462,454.62,,,0.1,32,,3.46E+26,"[1,0,0]",100,12,10,0.1,0,90
0.463,0.463,0.463,454.63,,,0.1,32,,3.46E+26,"[1,0,0]",100,12,10,0.1,0,90
0.464,0.464,0.464,454.64,,,0.1,32,,3.46E+26,"[1,0,0]",100,12,10,0.1,0,90
0.465,0.465,0.465,454.65,,,0.1,32,,3.47E+26,"[1,0,0]",100,12,10,0.1,0,90
0.466,0.466,0.466,454.66,,,0.1,32,,3.47E+26,"[1,0,0]",100,12,10,0.1,0,90
0.467,0.467,0.467,454.67,,,0.1,32,,3.47E+26,"[1,0,0]",100,12,10,0.1,0,90
0.468,0.468,0.468,454.68,,,0.1,32,,3.47E+26,"[1,0,0]",100,12,10,0.1,0,90
0.469,0.469,0.469,454.69,,,0.1,32,,3.47E+26,"[1,0,0]",100,12,10,0.1,0,90
0.47,0.47,0.47,454.7,,,0.1,32,,3.47E+26,"[1,0,0]",100,12,10,0.1,0,90
0.471,0.471,0.471,454.71,,,0.1,32,,3.47E+26,"[1,0,0]",100,12,10,0.1,0,90
0.472,0.472,0.472,454.72,,,0.1,32,,3.47E+26,"[1,0,0]",100,12,10,0.1,0,90
0.473,0.473,0.473,454.73,,,0.1,32,,3.47E+26,"[1,0,0]",100,12,10,0.1,0,90
0.474,0.474,0.474,454.74,,,0.1,32,,3.47E+26,"[1,0,0]",100,12,10,0.1,0,90
0.475,0.475,0.475,454.75,,,0.1,32,,3.48E+26,"[1,0,0]",100,12,10,0.1,0,90
0.476,0.476,0.476,454.76,,,0.1,32,,3.48E+26,"[1,0,0]",100,12,10,0.1,0,90
0.477,0.477,0.477,454.77,,,0.1,32,,3.48E+26,"[1,0,0]",100,12,10,0.1,0,90
0.478,0.478,0.478,454.78,,,0.1,32,,3.48E+26,"[1,0,0]",100,12,10,0.1,0,90
0.479,0.479,0.479,454.79,,,0.1,32,,3.48E+26,"[1,0,0]",100,12,10,0.1,0,90
0.48,0.48,0.48,454.8,,,0.1,32,,3.48E+26,"[1,0,0]",100,12,10,0.1,0,90
